"Grid.ID","Date","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
"3628","04-Jan-2022",5.03,734.818,5216.558,2.0,270.8,22.3,167.6,0.02,640.1,2380.0,1.579e-01,4.505e-04,7.128e+03,0.000e+00,0.000e+00,0.000e+00,3.831e-02,7.123e-01
"3629","04-Jan-2022",4.62,738.818,5216.558,1.7,269.8,18.8,112.5,0.02,539.2,1704.0,9.041e-02,2.972e-04,4.107e+03,0.000e+00,0.000e+00,0.000e+00,2.483e-02,8.669e-01
"3630","04-Jan-2022",4.21,742.818,5216.558,1.6,269.1,19.6,101.3,0.02,16.3,2712.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.110e-03,7.947e-01
"4009","04-Jan-2022",8.02,722.818,5212.558,2.0,272.4,51.2,248.7,0.03,684.9,2553.0,1.718e-01,1.560e-03,2.133e+03,0.000e+00,0.000e+00,0.000e+00,3.069e-02,6.591e-01
"4010","04-Jan-2022",7.29,726.818,5212.558,1.9,272.1,33.2,233.3,0.02,2388.6,1899.0,6.519e-01,5.251e-03,8.445e+03,0.000e+00,1.094e-02,0.000e+00,6.834e-02,7.660e-01
"4011","04-Jan-2022",5.85,730.818,5212.558,1.8,271.7,24.5,201.9,0.02,1636.0,1503.0,3.891e-01,2.092e-03,1.044e+04,0.000e+00,8.120e-03,0.000e+00,6.195e-02,8.722e-01
"4012","04-Jan-2022",5.19,734.818,5212.558,1.6,270.8,20.0,156.1,0.02,1145.4,1731.0,2.147e-01,7.804e-04,1.007e+04,0.000e+00,0.000e+00,0.000e+00,5.682e-02,9.133e-01
"4013","04-Jan-2022",4.79,738.818,5212.558,1.3,269.8,16.8,106.3,0.02,578.0,2947.0,1.286e-01,3.536e-04,5.797e+03,0.000e+00,0.000e+00,0.000e+00,3.230e-02,7.773e-01
"4385","04-Jan-2022",10.02,690.818,5208.558,2.7,273.2,42.0,383.1,0.02,261.9,1521.0,1.469e+00,3.073e-03,8.300e+03,1.480e+04,0.000e+00,1.311e-02,7.253e-03,5.701e-01
"4387","04-Jan-2022",8.16,698.818,5208.558,2.1,272.0,43.9,270.8,0.02,277.9,2319.0,1.039e-01,8.344e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.683e-02,6.135e-01
"4392","04-Jan-2022",8.46,718.818,5208.558,1.6,272.0,103.5,225.4,0.04,1225.2,2523.0,4.582e-01,3.602e-03,2.839e+03,0.000e+00,4.644e-03,0.000e+00,4.712e-02,7.870e-01
"4393","04-Jan-2022",9.35,722.818,5208.558,1.6,272.3,56.9,244.9,0.03,3802.7,1615.0,9.763e-01,9.433e-03,9.136e+03,0.000e+00,1.520e-02,0.000e+00,1.012e-01,8.549e-01
"4394","04-Jan-2022",8.36,726.818,5208.558,1.5,272.2,32.6,228.4,0.03,3432.0,1296.0,7.418e-01,6.082e-03,1.050e+04,0.000e+00,1.553e-02,0.000e+00,9.594e-02,8.550e-01
