"Station.ID","Date","Data","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
IT0063A,"02/07/2022",NA,19.17,625.172,4755.201,6.5,299.5,387.1,235.4,0.00,31219.7,32.0,1.837e+01,1.306e-01,0.000e+00,2.671e+03,5.541e-02,1.178e-01,1.078e-01,1.175e-01
IT0187A,"02/07/2022",28.00,27.42,706.513,4968.776,3.6,305.7,101.1,1523.3,0.03,98566.0,6.0,2.216e+01,1.611e-01,2.929e+04,1.464e+04,2.496e-01,1.756e-01,3.508e-01,4.062e-03
IT0448A,"02/07/2022",25.00,52.01,759.225,5036.001,3.8,300.2,129.1,216.8,0.00,69946.7,0.0,1.164e+01,9.803e-02,9.164e+03,0.000e+00,9.948e-02,7.831e-02,1.528e-03,4.719e-03
IT0459A,"02/07/2022",35.92,29.85,850.465,4836.491,3.6,302.4,177.4,606.3,0.00,31998.9,18.0,8.282e+00,4.934e-02,0.000e+00,4.325e+04,8.178e-02,8.039e-02,6.873e-01,2.542e-02
IT0461A,"02/07/2022",NA,30.49,853.940,4840.510,3.7,300.9,152.4,370.6,0.00,37980.2,2.0,1.445e+01,9.453e-02,4.555e+03,3.116e+04,8.774e-02,6.898e-02,3.008e-01,1.131e-02
IT0462A,"02/07/2022",NA,30.38,852.557,4840.746,3.7,300.9,148.6,367.0,0.00,37281.4,2.0,1.404e+01,9.128e-02,5.893e+03,3.483e+04,8.764e-02,7.916e-02,3.380e-01,1.452e-02
IT0463A,"02/07/2022",NA,30.40,854.217,4839.102,3.7,301.3,163.1,435.6,0.00,36355.5,85.0,1.151e+01,7.300e-02,3.418e+03,4.158e+04,8.092e-02,7.114e-02,4.456e-01,1.304e-02
IT0469A,"02/07/2022",NA,18.01,395.959,4992.221,0.9,303.9,31.2,1861.5,0.00,699495.5,243.0,5.178e+01,4.294e-01,8.394e+04,2.787e+03,5.750e-01,2.432e-01,1.770e-02,4.376e-02
IT0470A,"02/07/2022",24.00,17.33,397.359,4995.339,1.2,303.7,25.7,1877.5,0.00,434920.8,233.0,4.612e+01,3.504e-01,6.642e+04,4.546e+04,4.199e-01,3.384e-01,1.160e-01,2.998e-02
IT0499A,"02/07/2022",10.84,6.97,642.335,5164.557,2.0,291.6,31.3,1133.2,0.02,6867.4,634.0,2.049e+00,1.682e-02,1.064e+04,0.000e+00,2.172e-02,7.195e-03,2.397e-01,6.780e-01
IT0502A,"02/07/2022",NA,10.01,679.749,5150.302,1.5,298.7,85.4,1321.3,0.00,109758.6,253.0,1.234e+01,9.618e-02,3.231e+04,3.087e+04,1.318e-01,6.610e-02,3.024e-01,4.476e-01
IT0507A,"02/07/2022",10.84,7.96,702.844,5176.906,1.6,295.0,88.6,1348.4,0.00,25395.8,563.0,5.786e+00,4.635e-02,1.496e+04,2.004e+04,5.755e-02,1.297e-02,2.085e-01,5.885e-01
IT0508A,"02/07/2022",10.22,8.03,724.660,5186.854,1.8,295.4,136.9,1625.8,0.01,22290.3,836.0,5.916e+00,5.056e-02,2.091e+04,0.000e+00,6.856e-02,1.982e-02,2.159e-01,5.355e-01
IT0524A,"02/07/2022",NA,26.48,540.314,5043.317,2.4,305.2,31.7,2103.1,0.00,67455.2,144.0,1.543e+01,1.022e-01,2.519e+04,1.532e+04,1.643e-01,5.834e-02,7.075e-01,1.946e-02
IT0544A,"02/07/2022",20.00,22.61,565.639,4963.722,3.8,304.3,19.0,1685.8,0.00,6731.2,222.0,2.388e+00,2.211e-02,0.000e+00,0.000e+00,2.170e-02,9.503e-03,2.524e-01,2.478e-01
IT0591A,"02/07/2022",20.57,13.93,658.221,5084.119,1.3,298.9,36.5,1719.9,0.00,51155.2,194.0,1.052e+01,8.387e-02,2.360e+04,2.210e+04,1.213e-01,3.371e-02,1.800e-01,4.443e-01
IT0594A,"02/07/2022",23.52,21.23,595.527,5043.761,3.0,305.5,31.8,2369.5,0.00,182383.0,179.0,3.244e+01,2.359e-01,8.729e+03,5.001e+04,3.400e-01,1.726e-01,2.024e-01,2.149e-01
IT0611A,"02/07/2022",54.40,74.53,1044.295,4132.736,5.3,306.6,23.3,406.0,0.00,7814.3,243.0,6.648e+00,5.165e-02,0.000e+00,1.736e+04,1.544e-02,9.942e-02,3.015e-01,3.878e-01
IT0614A,"02/07/2022",63.80,72.80,1050.002,4130.178,4.9,304.0,24.7,247.1,0.00,12609.9,18.0,1.726e+01,1.457e-01,0.000e+00,1.912e+04,3.234e-02,1.972e-01,1.593e-01,1.725e-01
IT0618A,"02/07/2022",56.80,71.70,1052.181,4137.272,4.5,301.8,23.4,180.8,0.00,26371.5,15.0,2.046e+01,1.805e-01,0.000e+00,0.000e+00,9.734e-02,7.237e-02,6.695e-02,2.116e-02
IT0620A,"02/07/2022",NA,70.78,1056.797,4124.190,3.9,302.0,50.8,128.3,0.00,100834.8,70.0,2.673e+01,2.217e-01,3.509e+04,5.371e+03,1.858e-01,9.712e-02,1.291e-01,9.163e-02
IT0623A,"02/07/2022",NA,26.48,508.235,5030.972,2.4,306.3,60.1,2290.7,0.00,335540.3,115.0,3.564e+01,2.430e-01,2.801e+04,3.279e+04,3.831e-01,1.954e-01,3.789e-01,0.000e+00
IT0643A,"02/07/2022",NA,20.64,469.370,4972.648,0.2,303.9,74.2,1380.8,0.00,68133.1,95.0,1.464e+01,8.365e-02,1.842e+04,6.058e+04,1.145e-01,1.027e-01,6.916e-01,7.103e-03
IT0663A,"02/07/2022",NA,15.66,684.347,5065.050,1.5,300.2,23.9,1017.5,0.00,56224.8,189.0,1.562e+01,1.275e-01,3.052e+04,0.000e+00,1.721e-01,6.608e-02,2.794e-01,3.020e-01
IT0692A,"02/07/2022",18.84,23.05,492.570,4994.249,1.8,306.9,125.2,2241.2,0.00,9091.6,82.0,6.173e+00,3.547e-02,0.000e+00,0.000e+00,4.133e-02,5.389e-02,7.533e-01,8.122e-02
IT0702A,"02/07/2022",NA,24.75,628.698,4950.878,2.4,306.4,43.2,1947.0,0.00,126006.6,56.0,2.249e+01,2.027e-01,3.697e+04,2.679e+04,2.521e-01,1.570e-01,5.372e-01,0.000e+00
IT0703A,"02/07/2022",16.83,13.06,689.831,5102.735,1.8,294.2,11.3,1358.8,0.01,15757.2,389.0,4.092e+00,3.779e-02,5.426e+02,1.932e+04,7.327e-02,1.440e-02,1.191e-01,5.912e-01
IT0705A,"02/07/2022",19.22,27.29,515.310,5034.380,2.2,306.4,64.2,2385.5,0.00,823124.0,117.0,6.297e+01,4.893e-01,8.286e+04,1.885e+04,7.704e-01,1.503e-01,6.192e-02,0.000e+00
IT0706A,"02/07/2022",26.59,27.09,525.594,5036.635,2.4,305.9,56.8,2283.1,0.00,116964.3,114.0,2.674e+01,1.490e-01,2.509e+04,3.330e+04,1.804e-01,2.179e-01,4.878e-01,0.000e+00
IT0707A,"02/07/2022",16.66,21.41,550.135,5059.838,2.6,304.9,29.4,2485.4,0.00,182980.1,233.0,3.624e+01,2.520e-01,1.882e+04,6.512e+04,3.568e-01,1.588e-01,2.873e-01,7.591e-02
IT0709A,"02/07/2022",13.97,29.35,641.773,5000.578,3.1,306.4,42.7,1852.3,0.00,71541.1,22.0,2.207e+01,1.319e-01,4.537e+04,1.665e+04,2.106e-01,1.416e-01,4.742e-01,4.528e-02
IT0721A,"02/07/2022",28.00,26.23,651.070,4944.286,1.5,306.9,43.0,2043.2,0.00,156421.7,38.0,2.742e+01,2.101e-01,9.717e+03,7.373e+04,2.679e-01,1.558e-01,5.418e-01,0.000e+00
IT0732A,"02/07/2022",NA,16.84,484.792,5075.857,0.4,301.2,149.0,1518.1,0.02,94469.9,420.0,1.510e+01,1.094e-01,2.305e+04,1.559e+03,3.674e-01,2.365e-02,1.241e-02,4.005e-01
IT0737A,"02/07/2022",NA,17.52,581.030,5062.755,2.3,302.4,42.6,2426.4,0.00,8513.8,359.0,1.945e+00,1.284e-02,0.000e+00,0.000e+00,2.144e-02,4.729e-03,1.492e-02,3.793e-01
IT0740A,"02/07/2022",17.52,17.99,593.559,5056.418,2.5,302.4,24.7,2370.0,0.00,50002.1,273.0,9.106e+00,7.367e-02,0.000e+00,0.000e+00,1.118e-01,2.538e-02,1.232e-02,7.872e-01
IT0741A,"02/07/2022",NA,26.34,601.972,5011.421,2.5,306.0,48.5,2100.8,0.00,10715.4,47.0,4.971e+00,2.758e-02,7.382e+03,0.000e+00,4.819e-02,0.000e+00,9.360e-01,0.000e+00
