"Station.ID","Date","Data","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
IT0063A,"30/12/2021",21.00,18.80,625.172,4755.201,1.1,287.6,72.1,138.9,0.00,31219.7,32.0,1.837e+01,1.306e-01,0.000e+00,2.671e+03,5.541e-02,1.178e-01,1.078e-01,1.175e-01
IT0187A,"30/12/2021",40.00,70.72,706.513,4968.776,1.6,281.3,58.3,241.8,0.00,98566.0,6.0,2.216e+01,1.611e-01,2.929e+04,1.464e+04,2.496e-01,1.756e-01,3.508e-01,4.062e-03
IT0448A,"30/12/2021",48.00,68.01,759.225,5036.001,2.8,280.2,101.4,135.7,0.01,69946.7,0.0,1.164e+01,9.803e-02,9.164e+03,0.000e+00,9.948e-02,7.831e-02,1.528e-03,4.719e-03
IT0459A,"30/12/2021",39.46,34.46,850.465,4836.491,3.3,282.5,87.3,379.8,0.00,31998.9,18.0,8.282e+00,4.934e-02,0.000e+00,4.325e+04,8.178e-02,8.039e-02,6.873e-01,2.542e-02
IT0461A,"30/12/2021",23.70,34.00,853.940,4840.510,3.9,282.1,114.9,364.5,0.00,37980.2,2.0,1.445e+01,9.453e-02,4.555e+03,3.116e+04,8.774e-02,6.898e-02,3.008e-01,1.131e-02
IT0462A,"30/12/2021",NA,33.92,852.557,4840.746,3.8,282.1,112.5,366.4,0.00,37281.4,2.0,1.404e+01,9.128e-02,5.893e+03,3.483e+04,8.764e-02,7.916e-02,3.380e-01,1.452e-02
IT0463A,"30/12/2021",NA,34.29,854.217,4839.102,3.8,282.2,108.0,366.6,0.00,36355.5,85.0,1.151e+01,7.300e-02,3.418e+03,4.158e+04,8.092e-02,7.114e-02,4.456e-01,1.304e-02
IT0469A,"30/12/2021",NA,88.41,395.959,4992.221,0.2,283.2,27.1,75.7,0.00,699495.5,243.0,5.178e+01,4.294e-01,8.394e+04,2.787e+03,5.750e-01,2.432e-01,1.770e-02,4.376e-02
IT0470A,"30/12/2021",35.00,84.34,397.359,4995.339,0.1,283.5,28.0,74.4,0.00,434920.8,233.0,4.612e+01,3.504e-01,6.642e+04,4.546e+04,4.199e-01,3.384e-01,1.160e-01,2.998e-02
IT0499A,"30/12/2021",26.30,4.98,642.335,5164.557,1.3,276.3,198.8,328.2,0.01,6867.4,634.0,2.049e+00,1.682e-02,1.064e+04,0.000e+00,2.172e-02,7.195e-03,2.397e-01,6.780e-01
IT0502A,"30/12/2021",NA,19.46,679.749,5150.302,0.4,281.6,27.2,90.5,0.00,109758.6,253.0,1.234e+01,9.618e-02,3.231e+04,3.087e+04,1.318e-01,6.610e-02,3.024e-01,4.476e-01
IT0507A,"30/12/2021",28.69,10.14,702.844,5176.906,0.9,279.3,46.8,99.6,0.01,25395.8,563.0,5.786e+00,4.635e-02,1.496e+04,2.004e+04,5.755e-02,1.297e-02,2.085e-01,5.885e-01
IT0508A,"30/12/2021",24.84,8.39,724.660,5186.854,0.8,277.2,33.6,71.7,0.01,22290.3,836.0,5.916e+00,5.056e-02,2.091e+04,0.000e+00,6.856e-02,1.982e-02,2.159e-01,5.355e-01
IT0524A,"30/12/2021",NA,98.17,540.314,5043.317,0.1,279.6,52.8,162.1,0.00,67455.2,144.0,1.543e+01,1.022e-01,2.519e+04,1.532e+04,1.643e-01,5.834e-02,7.075e-01,1.946e-02
IT0544A,"30/12/2021",NA,25.28,565.639,4963.722,0.8,284.3,16.4,110.9,0.00,6731.2,222.0,2.388e+00,2.211e-02,0.000e+00,0.000e+00,2.170e-02,9.503e-03,2.524e-01,2.478e-01
IT0591A,"30/12/2021",15.93,24.57,658.221,5084.119,0.3,280.1,18.3,107.0,0.00,51155.2,194.0,1.052e+01,8.387e-02,2.360e+04,2.210e+04,1.213e-01,3.371e-02,1.800e-01,4.443e-01
IT0594A,"30/12/2021",43.63,68.06,595.527,5043.761,1.0,282.1,34.9,127.2,0.00,182383.0,179.0,3.244e+01,2.359e-01,8.729e+03,5.001e+04,3.400e-01,1.726e-01,2.024e-01,2.149e-01
IT0611A,"30/12/2021",9.30,19.33,1044.295,4132.736,1.8,289.7,154.2,423.8,0.00,7814.3,243.0,6.648e+00,5.165e-02,0.000e+00,1.736e+04,1.544e-02,9.942e-02,3.015e-01,3.878e-01
IT0614A,"30/12/2021",15.70,19.82,1050.002,4130.178,2.1,289.3,130.7,323.5,0.00,12609.9,18.0,1.726e+01,1.457e-01,0.000e+00,1.912e+04,3.234e-02,1.972e-01,1.593e-01,1.725e-01
IT0618A,"30/12/2021",17.10,18.40,1052.181,4137.272,2.0,289.1,115.3,156.0,0.00,26371.5,15.0,2.046e+01,1.805e-01,0.000e+00,0.000e+00,9.734e-02,7.237e-02,6.695e-02,2.116e-02
IT0620A,"30/12/2021",16.20,19.03,1056.797,4124.190,2.3,289.0,171.7,188.5,0.00,100834.8,70.0,2.673e+01,2.217e-01,3.509e+04,5.371e+03,1.858e-01,9.712e-02,1.291e-01,9.163e-02
IT0623A,"30/12/2021",NA,87.69,508.235,5030.972,0.5,280.0,94.4,154.4,0.00,335540.3,115.0,3.564e+01,2.430e-01,2.801e+04,3.279e+04,3.831e-01,1.954e-01,3.789e-01,0.000e+00
IT0643A,"30/12/2021",25.00,45.82,469.370,4972.648,0.6,281.0,55.0,146.1,0.00,68133.1,95.0,1.464e+01,8.365e-02,1.842e+04,6.058e+04,1.145e-01,1.027e-01,6.916e-01,7.103e-03
IT0663A,"30/12/2021",NA,35.45,684.347,5065.050,0.4,285.1,35.1,164.2,0.00,56224.8,189.0,1.562e+01,1.275e-01,3.052e+04,0.000e+00,1.721e-01,6.608e-02,2.794e-01,3.020e-01
IT0692A,"30/12/2021",23.61,55.84,492.570,4994.249,0.8,279.4,57.5,182.3,0.00,9091.6,82.0,6.173e+00,3.547e-02,0.000e+00,0.000e+00,4.133e-02,5.389e-02,7.533e-01,8.122e-02
IT0702A,"30/12/2021",NA,61.58,628.698,4950.878,1.1,281.5,42.5,183.8,0.00,126006.6,56.0,2.249e+01,2.027e-01,3.697e+04,2.679e+04,2.521e-01,1.570e-01,5.372e-01,0.000e+00
IT0703A,"30/12/2021",30.09,15.91,689.831,5102.735,1.0,281.5,21.7,88.6,0.00,15757.2,389.0,4.092e+00,3.779e-02,5.426e+02,1.932e+04,7.327e-02,1.440e-02,1.191e-01,5.912e-01
IT0705A,"30/12/2021",45.44,90.68,515.310,5034.380,0.6,280.5,90.3,194.7,0.00,823124.0,117.0,6.297e+01,4.893e-01,8.286e+04,1.885e+04,7.704e-01,1.503e-01,6.192e-02,0.000e+00
IT0706A,"30/12/2021",44.90,90.91,525.594,5036.635,0.8,280.5,86.8,220.5,0.00,116964.3,114.0,2.674e+01,1.490e-01,2.509e+04,3.330e+04,1.804e-01,2.179e-01,4.878e-01,0.000e+00
IT0707A,"30/12/2021",43.00,56.67,550.135,5059.838,0.7,281.5,38.1,90.3,0.00,182980.1,233.0,3.624e+01,2.520e-01,1.882e+04,6.512e+04,3.568e-01,1.588e-01,2.873e-01,7.591e-02
IT0709A,"30/12/2021",38.80,84.02,641.773,5000.578,1.4,278.9,51.0,150.0,0.00,71541.1,22.0,2.207e+01,1.319e-01,4.537e+04,1.665e+04,2.106e-01,1.416e-01,4.742e-01,4.528e-02
IT0721A,"30/12/2021",31.00,70.60,651.070,4944.286,1.3,282.1,54.3,233.3,0.00,156421.7,38.0,2.742e+01,2.101e-01,9.717e+03,7.373e+04,2.679e-01,1.558e-01,5.418e-01,0.000e+00
IT0732A,"30/12/2021",NA,41.79,484.792,5075.857,0.7,286.6,44.6,72.5,0.00,94469.9,420.0,1.510e+01,1.094e-01,2.305e+04,1.559e+03,3.674e-01,2.365e-02,1.241e-02,4.005e-01
IT0737A,"30/12/2021",NA,22.73,581.030,5062.755,0.2,284.8,17.0,94.7,0.00,8513.8,359.0,1.945e+00,1.284e-02,0.000e+00,0.000e+00,2.144e-02,4.729e-03,1.492e-02,3.793e-01
IT0740A,"30/12/2021",33.11,22.28,593.559,5056.418,0.3,284.9,13.7,119.7,0.00,50002.1,273.0,9.106e+00,7.367e-02,0.000e+00,0.000e+00,1.118e-01,2.538e-02,1.232e-02,7.872e-01
IT0741A,"30/12/2021",NA,79.39,601.972,5011.421,0.9,278.5,31.9,114.1,0.00,10715.4,47.0,4.971e+00,2.758e-02,7.382e+03,0.000e+00,4.819e-02,0.000e+00,9.360e-01,0.000e+00
IT0742A,"30/12/2021",44.10,26.34,608.003,5054.922,0.7,285.3,17.7,134.8,0.00,12514.4,414.0,4.687e+00,2.978e-02,0.000e+00,5.093e+03,5.068e-02,1.464e-02,0.000e+00,6.966e-01
IT0753A,"30/12/2021",15.95,27.23,643.101,5083.643,0.9,280.1,51.4,99.0,0.00,33330.7,80.0,7.968e+00,5.734e-02,5.111e+04,0.000e+00,1.035e-01,1.676e-02,6.320e-02,5.072e-01
IT0755A,"30/12/2021",33.00,49.86,744.160,4900.296,2.0,282.8,104.0,278.7,0.00,98053.3,25.0,2.096e+01,1.888e-01,2.265e+04,2.901e+04,2.262e-01,1.159e-01,2.526e-01,3.208e-03
IT0761A,"30/12/2021",NA,89.84,514.271,5032.866,0.6,280.5,91.5,190.8,0.00,701333.1,113.0,5.358e+01,4.159e-01,6.096e+04,1.033e+04,6.691e-01,1.241e-01,1.912e-01,0.000e+00
IT0771A,"30/12/2021",58.60,38.98,506.497,5072.323,0.2,285.7,36.3,119.3,0.00,119900.2,200.0,2.074e+01,1.576e-01,3.907e+04,2.527e+04,3.193e-01,6.020e-02,3.696e-02,4.009e-01
IT0775A,"30/12/2021",NA,16.45,529.738,5109.366,0.8,284.6,20.4,109.7,0.00,14513.6,239.0,6.074e+00,0.000e+00,1.485e+04,2.095e+04,8.665e-02,2.533e-02,1.671e-01,4.108e-01
IT0776A,"30/12/2021",42.34,16.80,531.045,5078.987,1.1,286.5,24.6,124.4,0.00,78053.7,275.0,1.177e+01,8.511e-02,2.007e+04,3.063e+04,1.776e-01,6.467e-02,1.056e-02,5.280e-01
IT0777A,"30/12/2021",43.70,72.82,531.623,5060.570,1.0,281.5,71.6,102.8,0.00,77831.4,278.0,1.885e+01,1.293e-01,1.861e+04,0.000e+00,2.379e-01,4.600e-02,1.920e-01,1.652e-01
IT0778A,"30/12/2021",30.34,94.74,546.188,5040.703,0.4,279.8,47.2,159.5,0.00,55891.7,123.0,1.645e+01,9.812e-02,2.522e+04,2.296e+04,1.228e-01,8.465e-02,7.745e-01,2.440e-03
IT0794A,"30/12/2021",23.68,15.94,1052.140,4244.932,4.6,287.3,442.6,536.6,0.32,32096.4,109.0,1.216e+01,9.626e-02,1.332e+04,1.977e+04,1.015e-01,6.689e-02,4.015e-01,9.136e-02
IT0804A,"30/12/2021",23.00,60.09,605.332,4960.886,1.3,280.6,33.3,142.9,0.00,147926.0,61.0,2.600e+01,1.961e-01,1.405e+04,4.660e+04,2.711e-01,1.836e-01,5.167e-01,1.271e-02
IT0813A,"30/12/2021",39.70,15.39,967.195,4115.609,2.1,291.8,167.7,514.9,0.00,73854.8,9.0,2.033e+01,1.551e-01,1.642e+04,0.000e+00,1.428e-01,1.100e-01,3.720e-01,6.535e-03
IT0817A,"30/12/2021",22.40,14.26,979.349,4124.715,2.7,292.4,125.2,1052.2,0.00,27605.6,299.0,3.861e+00,2.491e-02,0.000e+00,0.000e+00,3.337e-02,0.000e+00,4.483e-01,4.760e-02
IT0825A,"30/12/2021",29.20,27.97,787.596,4649.766,1.3,287.4,139.9,247.7,0.00,388167.1,35.0,3.193e+01,2.594e-01,6.997e+04,4.093e+04,4.513e-01,2.129e-01,1.693e-01,3.250e-02
IT0828A,"30/12/2021",34.60,32.66,791.154,4642.750,0.9,287.4,93.4,210.3,0.00,739240.2,41.0,5.252e+01,4.131e-01,7.595e+04,1.644e+04,6.934e-01,1.171e-01,7.688e-02,0.000e+00
