"UTMX","UTMY"
1059.265,4217.894
1059.161,4217.706
1058.961,4217.303
1058.923,4217.285
1058.517,4216.684
1058.409,4216.517
1058.316,4216.374
1058.279,4216.303
1058.228,4216.189
1058.209,4216.146
1058.087,4215.818
1058.030,4215.598
1058.013,4215.526
1058.009,4215.462
1058.017,4215.435
1058.021,4215.426
1058.064,4215.362
1058.193,4215.314
1058.225,4215.312
1058.227,4215.320
1058.321,4215.225
1058.323,4215.209
1058.310,4215.185
1058.118,4214.883
1058.079,4214.861
1058.016,4214.830
1057.984,4214.816
1057.957,4214.815
1057.925,4214.818
1057.902,4214.832
1057.282,4214.285
1056.781,4213.579
1055.854,4212.290
1055.799,4212.234
1055.748,4212.178
1055.487,4211.880
1055.232,4211.582
1055.133,4211.461
1054.867,4211.096
1054.860,4211.085
1054.840,4211.054
1054.783,4210.951
1054.756,4210.898
1054.708,4210.797
1054.622,4210.569
1054.592,4210.490
1054.548,4210.392
1054.461,4210.204
1054.355,4209.975
1054.219,4209.690
1054.208,4209.662
1054.173,4209.527
1054.159,4209.452
1054.152,4209.412
1054.132,4209.277
1054.133,4209.268
1054.143,4209.125
1054.163,4209.015
1054.168,4208.994
1054.174,4208.978
1054.182,4208.959
1054.211,4208.924
1054.235,4208.898
1054.264,4208.872
1054.306,4208.848
1054.376,4208.829
1054.516,4208.794
1054.321,4207.989
1053.407,4207.616
1053.323,4207.577
1053.266,4207.516
1053.222,4207.459
1052.938,4207.060
1052.893,4206.984
1052.609,4206.635
1052.286,4206.221
1052.260,4206.184
1052.066,4205.864
1052.034,4205.807
1052.016,4205.770
1051.992,4205.718
1051.985,4205.701
1051.970,4205.655
1051.951,4205.592
1051.944,4205.540
1051.942,4205.485
1051.941,4205.432
1051.943,4205.388
1051.952,4205.317
1051.964,4205.263
1051.981,4205.223
1052.011,4205.178
1052.034,4205.148
1052.055,4205.126
1052.086,4205.092
1052.131,4205.050
1052.220,4204.976
1052.234,4204.967
1051.750,4203.839
1051.628,4203.717
1051.532,4203.611
1051.469,4203.518
1051.400,4203.413
1051.149,4202.919
1050.771,4202.525
1050.588,4202.319
1050.361,4202.032
1050.055,4201.566
1049.912,4201.340
1049.810,4201.153
1049.557,4200.682
1048.409,4198.395
1047.802,4197.353
1047.626,4197.022
1047.468,4196.681
1047.465,4196.674
1047.337,4196.328
1047.086,4195.575
1047.046,4195.437
1046.993,4195.245
1046.958,4195.058
1046.965,4194.959
1046.984,4194.847
1046.979,4194.836
1046.980,4194.821
1046.989,4194.730
1046.991,4194.713
1047.083,4194.305
1047.112,4194.220
1047.127,4194.184
1047.145,4194.147
1047.493,4193.727
1047.927,4193.096
1048.233,4192.612
1048.353,4192.344
1048.355,4192.338
1048.407,4192.191
1048.407,4192.142
1048.382,4191.701
1048.329,4191.525
1048.258,4191.295
1048.228,4191.203
1048.182,4191.074
1048.115,4190.895
1048.107,4190.876
1048.056,4190.749
1047.897,4190.471
1047.725,4190.166
1047.382,4189.363
1047.236,4188.978
1047.209,4188.904
1047.184,4188.834
1047.104,4188.610
1046.923,4188.067
1046.909,4187.954
1046.899,4187.870
1046.899,4187.837
1046.900,4187.832
1046.984,4187.529
1046.767,4186.774
1046.754,4186.598
1046.751,4186.531
1046.780,4186.276
1046.785,4186.262
1046.794,4186.254
1046.863,4186.226
1046.898,4186.207
1046.996,4186.080
1047.123,4185.896
1047.135,4185.848
1047.135,4185.825
1047.129,4185.729
1047.108,4185.639
1047.088,4185.567
1046.618,4184.698
1046.613,4184.692
1045.911,4183.939
1045.887,4183.919
1045.543,4183.653
1045.499,4183.624
1045.482,4183.628
1045.054,4182.969
1045.230,4181.863
1045.047,4181.376
1045.038,4181.316
1045.029,4181.185
1045.050,4180.516
1045.064,4180.334
1045.259,4178.854
1045.274,4178.802
1045.465,4178.232
1045.605,4177.825
1045.639,4177.737
1045.668,4177.651
1045.710,4177.264
1045.720,4176.815
1045.715,4176.781
1045.701,4176.744
1045.687,4176.725
1045.497,4176.536
1045.456,4176.514
1045.365,4176.515
1045.074,4176.529
1045.072,4176.519
1044.955,4176.417
1044.898,4176.358
1044.791,4176.239
1044.232,4174.856
1044.116,4174.848
1043.946,4174.802
1043.746,4174.687
1043.684,4174.652
1043.586,4174.594
1043.521,4174.552
1043.389,4174.462
1043.371,4174.445
1043.332,4174.395
1043.330,4174.366
1043.343,4174.121
1043.294,4173.868
1043.063,4173.142
1043.038,4173.079
1042.933,4172.949
1041.807,4172.030
1041.570,4171.858
1041.528,4171.849
1041.502,4171.854
1041.413,4171.852
1041.367,4171.849
1041.347,4171.845
1041.333,4171.839
1040.646,4171.461
1040.576,4171.350
1040.603,4171.336
1040.620,4171.318
1040.668,4171.225
1040.675,4171.211
1040.807,4170.690
1040.810,4170.607
1040.800,4170.567
1040.774,4170.521
1040.704,4170.431
1040.688,4170.411
1039.920,4169.516
1039.473,4168.528
1039.283,4168.024
1039.292,4168.015
1039.391,4167.902
1039.412,4167.786
1039.431,4167.681
1039.519,4167.162
1039.560,4166.886
1039.586,4166.530
1039.561,4166.070
1039.537,4166.053
1039.526,4166.060
1039.518,4166.074
1039.516,4166.083
1039.462,4166.415
1039.532,4166.547
1039.533,4166.568
1039.471,4167.119
1039.383,4167.635
1039.336,4167.895
1039.334,4167.897
1039.223,4168.021
1039.072,4167.995
1038.602,4167.811
1038.595,4167.808
1038.586,4167.766
1038.744,4166.802
1038.417,4166.079
1038.388,4166.008
1038.348,4165.886
1038.327,4165.759
1038.306,4165.606
1038.305,4165.524
1038.313,4165.304
1038.317,4165.201
1038.345,4164.837
1038.356,4164.702
1038.436,4163.972
1038.538,4163.093
1038.636,4162.286
1038.638,4162.271
1038.746,4161.508
1038.792,4161.208
1038.804,4161.156
1039.077,4159.452
1039.375,4157.357
1039.346,4156.218
1039.547,4153.198
1039.597,4152.549
1039.602,4152.500
1039.628,4152.306
1039.664,4152.104
1039.951,4150.563
1039.959,4150.456
1040.015,4150.051
1040.030,4149.964
1040.142,4149.437
1040.183,4149.255
1040.392,4148.464
1040.548,4147.976
1040.583,4147.893
1040.705,4147.635
1040.770,4147.504
1040.909,4147.245
1041.149,4146.913
1041.211,4146.858
1041.288,4146.796
1041.306,4146.801
1041.395,4146.846
1041.814,4146.970
1043.606,4146.767
1044.324,4146.623
1044.354,4146.571
1044.680,4146.223
1045.116,4145.806
1045.885,4145.172
1045.913,4145.149
1046.436,4144.805
1046.456,4144.795
1046.491,4144.777
1046.570,4144.755
1046.590,4144.750
1046.612,4144.751
1046.727,4144.799
1046.740,4144.809
1046.757,4144.827
1046.821,4144.956
1046.830,4144.988
1046.840,4145.024
1046.885,4145.088
1046.969,4145.161
1047.056,4145.232
1047.064,4145.235
1047.090,4145.245
1047.172,4145.276
1047.267,4145.308
1047.280,4145.310
1047.903,4145.098
1048.317,4144.875
1048.408,4144.825
1048.520,4144.740
1048.565,4144.697
1048.575,4144.685
1048.583,4144.667
1048.585,4144.651
1048.566,4144.603
1048.555,4144.597
1048.549,4144.578
1048.548,4144.523
1048.578,4144.181
1048.581,4144.149
1048.583,4144.132
1048.712,4143.872
1048.728,4143.853
1048.740,4143.853
1049.379,4144.219
1049.399,4144.231
1049.428,4144.249
1049.449,4144.305
1049.598,4144.805
1049.649,4144.995
1049.668,4145.121
1049.670,4145.160
1049.659,4145.208
1049.622,4145.297
1049.805,4145.477
1050.183,4145.602
1050.195,4145.604
1050.399,4145.519
1050.639,4145.286
1050.784,4145.029
1050.861,4144.890
1051.024,4144.448
1052.058,4143.136
1052.964,4142.528
1053.448,4142.283
1053.493,4142.258
1053.691,4142.083
1053.696,4142.077
1053.922,4141.635
1053.928,4141.621
1053.935,4141.601
1054.030,4141.204
1054.020,4141.167
1054.006,4140.914
1054.017,4140.860
1054.038,4140.831
1054.063,4140.799
1054.106,4140.751
1054.134,4140.731
1054.149,4140.722
1054.166,4140.714
1054.184,4140.705
1054.196,4140.699
1054.326,4140.693
1054.344,4140.706
1054.269,4140.581
1054.258,4140.560
1054.256,4140.546
1054.255,4140.540
1054.254,4140.529
1054.258,4140.516
1054.263,4140.502
1054.271,4140.495
1054.279,4140.491
1054.412,4140.443
1054.622,4140.376
1054.877,4140.336
1055.091,4140.339
1055.141,4140.379
1055.267,4140.305
1055.271,4140.300
1055.286,4140.280
1055.297,4140.245
1055.163,4140.035
1054.999,4139.938
1054.989,4139.936
1054.934,4139.918
1054.919,4139.911
1054.847,4139.861
1054.848,4139.857
1054.855,4139.815
1054.875,4139.760
1054.958,4139.576
1055.024,4139.469
1055.074,4139.404
1055.079,4139.393
1055.082,4139.381
1055.083,4139.371
1055.085,4139.351
1055.082,4139.281
1055.060,4139.224
1055.035,4139.172
1054.434,4138.945
1054.320,4138.952
1053.740,4139.324
1053.598,4139.504
1053.540,4139.589
1053.493,4139.664
1053.488,4139.684
1053.488,4139.700
1053.489,4139.708
1053.489,4139.718
1053.484,4139.756
1053.480,4139.776
1053.472,4139.792
1053.464,4139.799
1053.451,4139.808
1053.365,4139.865
1053.270,4139.927
1052.948,4140.059
1052.923,4140.064
1052.878,4140.071
1052.843,4140.072
1052.828,4140.072
1052.801,4140.068
1052.717,4140.052
1052.709,4140.050
1052.696,4140.042
1052.670,4140.024
1052.628,4139.978
1052.466,4139.788
1052.451,4139.768
1052.352,4139.621
1052.337,4139.597
1052.324,4139.568
1052.321,4139.553
1052.320,4139.546
1052.277,4138.970
1052.414,4137.864
1052.428,4137.828
1052.452,4137.772
1052.468,4137.739
1052.481,4137.720
1052.498,4137.700
1052.511,4137.692
1052.815,4137.592
1052.866,4137.609
1052.831,4137.518
1052.746,4137.317
1052.574,4137.064
1052.552,4137.053
1052.547,4137.054
1052.229,4137.177
1052.146,4137.243
1052.144,4137.246
1051.777,4137.795
1051.763,4137.823
1051.871,4137.729
1051.877,4137.733
1051.901,4137.759
1051.902,4137.789
1051.901,4137.846
1051.893,4138.154
1051.869,4138.268
1051.773,4138.520
1051.775,4139.472
1051.770,4139.475
1051.700,4139.521
1051.581,4139.796
1051.600,4140.025
1051.630,4140.198
1051.617,4140.234
1051.507,4140.363
1051.437,4140.429
1051.338,4140.484
1050.742,4140.165
1050.689,4140.118
1050.655,4140.083
1050.607,4140.021
1050.593,4139.985
1050.573,4139.850
1050.575,4139.832
1050.584,4139.730
1050.621,4139.702
1050.649,4139.743
1050.630,4139.790
1050.633,4139.792
1050.658,4139.736
1050.619,4139.654
1050.601,4139.633
1050.014,4139.023
1049.595,4139.055
1049.399,4139.090
1049.026,4139.136
1048.981,4139.139
1048.878,4139.117
1048.888,4139.085
1049.394,4138.649
1049.853,4137.986
1049.866,4137.948
1049.869,4137.894
1049.856,4137.765
1049.824,4137.713
1049.770,4137.652
1049.742,4137.628
1049.696,4137.587
1049.623,4137.500
1049.529,4137.351
1049.487,4137.281
1049.366,4136.941
1049.047,4136.842
1048.887,4136.763
1048.895,4136.212
1048.901,4136.031
1049.125,4134.976
1049.244,4134.477
1049.354,4134.084
1049.369,4134.048
1049.393,4134.012
1049.447,4133.957
1049.543,4133.860
1049.735,4133.671
1050.770,4132.697
1050.776,4132.678
1050.647,4132.156
1050.837,4130.828
1051.225,4130.132
1051.370,4129.955
1051.583,4129.792
1051.721,4129.722
1051.898,4129.650
1052.002,4129.626
1052.009,4129.625
1052.144,4129.620
1052.192,4129.619
1052.519,4129.651
1052.579,4129.658
1052.688,4129.680
1052.730,4129.694
1052.775,4129.713
1052.837,4129.741
1052.892,4129.767
1052.950,4129.797
1053.084,4129.874
1053.183,4129.964
1053.227,4130.034
1053.228,4130.052
1053.209,4130.405
1053.171,4130.466
1053.118,4130.596
1053.138,4130.649
1053.182,4130.695
1053.267,4130.716
1053.745,4130.763
1053.781,4130.763
1053.820,4130.750
1053.847,4130.736
1053.873,4130.718
1053.959,4130.655
1054.869,4129.355
1054.842,4129.345
1054.785,4129.339
1054.511,4129.325
1054.480,4129.329
1054.269,4129.403
1054.213,4129.425
1054.190,4129.434
1053.924,4129.593
1053.863,4129.631
1053.856,4129.636
1053.807,4129.675
1053.788,4129.712
1053.751,4129.793
1053.703,4129.874
1053.684,4129.902
1053.664,4129.915
1053.516,4129.998
1053.497,4130.005
1053.474,4130.011
1053.440,4130.013
1053.400,4130.001
1053.320,4129.970
1053.274,4129.951
1053.094,4129.830
1053.034,4129.779
1053.022,4129.767
1053.006,4129.747
1052.915,4129.593
1052.819,4129.361
1052.804,4129.323
1052.746,4129.152
1052.733,4129.110
1052.720,4129.061
1052.696,4128.933
1052.693,4128.825
1052.704,4128.351
1052.731,4128.001
1052.787,4127.647
1052.833,4127.457
1052.853,4127.384
1053.231,4127.007
1053.979,4126.499
1054.144,4126.378
1054.183,4126.349
1054.433,4126.027
1054.431,4126.003
1054.398,4125.928
1054.757,4125.920
1055.083,4125.858
1055.127,4125.849
1055.891,4125.585
1056.100,4125.498
1056.188,4125.472
1056.394,4125.425
1057.166,4126.167
1057.233,4126.164
1057.176,4126.158
1056.971,4125.960
1056.414,4125.417
1056.466,4125.226
1056.485,4125.181
1056.504,4125.160
1056.573,4125.112
1056.757,4125.042
1056.799,4125.040
1057.356,4125.136
1057.531,4125.234
1057.672,4125.310
1058.295,4125.553
1058.401,4125.592
1058.439,4125.604
1058.488,4125.599
1058.514,4125.595
1058.869,4125.543
1059.466,4125.430
1059.501,4125.413
1059.695,4125.308
1059.761,4125.185
1060.038,4124.437
1060.259,4123.780
1060.269,4123.749
1060.394,4122.392
1060.393,4122.383
1060.386,4122.364
1060.330,4122.314
1060.245,4122.264
1060.220,4122.259
1060.184,4122.251
1060.139,4122.238
1060.060,4122.188
1059.942,4122.085
1059.933,4122.069
1059.922,4122.048
1059.678,4121.143
1059.772,4120.892
1059.782,4120.888
1060.051,4120.725
1060.291,4120.251
1060.302,4120.066
1060.158,4119.321
1060.144,4119.292
1060.127,4119.297
1060.050,4119.327
1060.013,4119.356
1059.997,4119.370
1059.954,4119.430
1059.656,4120.144
1059.620,4120.263
1059.604,4120.304
1059.602,4120.308
1059.482,4120.413
1059.447,4120.442
1058.669,4120.639
1058.558,4120.641
1058.425,4120.593
1058.356,4120.522
1058.275,4120.423
1058.133,4120.249
1058.088,4120.189
1057.890,4119.737
1057.877,4119.697
1057.861,4119.606
1057.837,4119.309
1057.844,4119.259
1057.887,4119.040
1057.897,4119.008
1058.401,4117.704
1058.423,4117.660
1058.537,4117.473
1058.597,4117.395
1058.698,4117.293
1058.769,4117.223
1058.796,4117.203
1058.972,4117.091
1059.028,4117.073
1059.184,4117.028
1059.208,4117.023
1059.574,4117.024
1059.634,4117.027
1059.667,4117.034
1059.747,4117.062
1059.781,4117.078
1059.828,4117.099
1059.874,4117.133
1059.896,4117.163
1059.911,4117.195
1059.918,4117.213
1059.922,4117.242
1059.902,4117.307
1059.994,4117.455
1060.449,4118.122
1060.621,4118.210
1060.765,4118.248
1060.819,4118.260
1060.837,4118.262
1061.683,4117.840
1061.719,4117.818
1061.736,4117.807
1061.920,4117.683
1062.019,4117.506
1062.462,4116.549
1063.684,4115.171
1064.058,4114.589
1064.074,4114.556
1064.081,4114.532
1064.096,4113.919
1064.095,4113.907
1064.011,4113.876
1063.971,4113.868
1063.878,4113.858
1063.772,4113.862
1063.119,4113.897
1062.789,4113.921
1062.171,4113.973
1061.978,4114.093
1061.970,4114.117
1061.959,4114.149
1061.823,4114.359
1061.106,4115.125
1061.093,4115.138
1061.030,4115.176
1060.996,4115.186
1060.903,4115.183
1060.858,4115.180
1060.709,4115.153
1060.643,4115.124
1060.581,4115.089
1060.567,4115.073
1060.520,4115.006
1060.527,4114.981
1060.226,4114.608
1060.188,4114.561
1060.123,4114.510
1059.601,4114.170
1059.353,4114.045
1059.281,4114.117
1059.226,4114.158
1059.201,4114.166
1059.120,4114.188
1059.104,4114.191
1059.069,4114.196
1059.006,4114.199
1058.892,4114.188
1058.806,4114.166
1058.675,4114.115
1058.595,4114.073
1058.038,4113.631
1057.972,4113.562
1057.810,4113.203
1057.786,4113.143
1057.748,4113.001
1057.729,4112.919
1057.699,4112.267
1057.740,4112.118
1057.769,4112.085
1057.852,4112.035
1057.968,4111.704
1057.623,4111.278
1057.391,4110.914
1057.570,4110.596
1057.656,4110.555
1057.708,4110.519
1057.724,4110.498
1057.714,4110.485
1057.697,4110.472
1057.416,4110.261
1057.362,4110.245
1057.317,4110.233
1056.109,4109.997
1055.749,4110.029
1055.734,4110.035
1055.373,4110.039
1055.331,4110.028
1054.823,4109.757
1054.798,4109.736
1054.731,4109.644
1054.678,4109.512
1054.616,4109.361
1054.598,4109.333
1054.269,4109.012
1054.253,4108.999
1053.996,4108.819
1053.966,4108.813
1053.693,4108.804
1053.659,4108.810
1053.623,4108.823
1053.594,4108.836
1053.570,4108.852
1053.483,4108.965
1053.480,4108.996
1053.458,4109.013
1053.424,4109.029
1053.383,4109.035
1053.181,4109.023
1053.081,4108.963
1053.057,4108.945
1052.976,4108.883
1052.945,4108.856
1052.861,4108.726
1052.778,4108.590
1052.740,4108.471
1052.569,4107.905
1052.092,4107.633
1051.875,4107.422
1051.848,4107.396
1051.478,4107.024
1051.450,4107.048
1051.431,4107.043
1051.241,4106.883
1051.193,4106.842
1051.152,4106.800
1051.133,4106.773
1050.484,4105.823
1050.459,4105.783
1050.428,4105.724
1050.360,4105.530
1050.334,4105.422
1050.321,4105.361
1050.331,4105.352
1050.360,4105.315
1050.370,4105.295
1050.373,4105.265
1050.350,4105.128
1050.342,4105.100
1050.181,4104.740
1050.076,4104.541
1050.008,4104.412
1049.680,4104.025
1049.377,4103.930
1048.969,4103.791
1048.936,4103.771
1048.883,4103.737
1048.857,4103.718
1048.785,4103.660
1048.769,4103.641
1048.706,4103.558
1048.667,4103.506
1048.591,4103.402
1048.542,4103.329
1048.494,4103.256
1048.439,4103.157
1048.416,4103.110
1048.303,4102.828
1048.271,4102.747
1047.831,4101.494
1047.748,4101.233
1047.541,4100.571
1047.514,4100.473
1047.509,4100.452
1047.206,4099.203
1047.193,4099.117
1047.190,4099.099
1047.183,4098.994
1047.181,4098.948
1047.187,4098.840
1047.311,4098.728
1047.378,4098.599
1047.414,4098.488
1047.361,4098.047
1047.347,4097.970
1047.314,4097.808
1047.278,4097.719
1047.252,4097.676
1047.207,4097.664
1047.132,4097.696
1047.071,4097.730
1047.000,4097.754
1046.794,4097.756
1046.741,4097.747
1046.460,4097.596
1046.390,4097.545
1046.250,4097.391
1045.895,4096.995
1045.686,4096.729
1045.592,4096.582
1045.346,4096.110
1045.207,4095.812
1045.083,4095.516
1044.747,4094.520
1044.675,4093.911
1044.709,4093.766
1044.788,4093.669
1044.878,4093.477
1044.999,4093.034
1045.189,4092.196
1045.223,4092.023
1044.963,4090.837
1044.579,4090.375
1044.377,4090.369
1044.324,4090.441
1044.180,4090.451
1044.016,4090.279
1043.948,4089.978
1043.976,4089.804
1044.095,4089.561
1044.320,4089.236
1044.413,4089.060
1044.295,4088.778
1044.147,4088.459
1044.082,4088.131
1044.077,4087.879
1044.116,4087.604
1044.179,4087.451
1044.229,4087.426
1044.350,4087.370
1044.417,4087.322
1044.615,4087.111
1044.668,4087.005
1044.785,4086.741
1044.773,4086.559
1044.753,4086.526
1044.736,4086.509
1044.702,4086.461
1044.708,4086.328
1044.716,4086.266
1044.893,4085.775
1045.038,4085.420
1045.174,4085.171
1045.609,4084.506
1045.716,4084.379
1045.831,4084.257
1045.958,4084.150
1046.117,4084.036
1046.160,4084.008
1046.206,4083.994
1046.303,4083.985
1046.335,4083.985
1046.390,4083.995
1046.601,4084.060
1046.659,4083.840
1046.464,4083.679
1046.442,4083.656
1046.422,4083.622
1046.383,4083.517
1046.375,4083.477
1046.373,4083.450
1046.385,4083.398
1046.562,4082.734
1046.595,4082.675
1046.669,4082.578
1046.713,4082.556
1046.809,4082.670
1046.840,4082.684
1046.869,4082.612
1046.874,4082.596
1047.062,4080.997
1047.056,4080.908
1047.046,4080.824
1047.037,4080.794
1047.030,4080.781
1046.961,4080.651
1046.953,4080.470
1047.233,4079.395
1047.275,4079.288
1047.282,4079.274
1047.459,4079.010
1047.483,4078.975
1047.490,4078.965
1047.500,4078.953
1047.613,4078.838
1047.625,4078.827
1047.642,4078.816
1047.649,4078.811
1047.919,4078.631
1048.353,4078.237
1048.357,4078.167
1048.865,4077.572
1048.883,4077.543
1048.665,4076.312
1048.659,4076.297
1048.605,4076.153
1048.335,4075.562
1048.301,4075.499
1048.271,4075.470
1048.240,4075.453
1048.186,4075.425
1048.156,4075.414
1048.114,4075.416
1048.084,4075.424
1048.039,4075.457
1047.828,4075.678
1047.744,4075.786
1047.851,4075.946
1047.801,4076.027
1047.753,4076.073
1047.349,4076.243
1047.245,4076.285
1047.130,4076.305
1047.019,4076.307
1046.902,4076.295
1046.793,4076.263
1046.552,4076.129
1046.521,4076.105
1046.474,4076.062
1046.243,4075.715
1046.196,4075.625
1046.188,4075.583
1046.189,4075.541
1046.193,4075.464
1046.212,4075.370
1045.750,4074.777
1044.720,4073.843
1044.345,4073.557
1044.041,4073.324
1043.895,4073.210
1043.841,4073.105
1043.763,4073.022
1043.691,4072.948
1043.630,4072.910
1043.679,4072.963
1043.734,4073.050
1043.707,4073.126
1043.605,4073.323
1043.437,4073.544
1043.186,4073.849
1043.131,4073.898
1042.998,4074.058
1042.862,4074.192
1042.815,4074.227
1042.757,4074.268
1042.659,4074.325
1042.236,4074.501
1042.058,4074.550
1042.016,4074.557
1041.908,4074.569
1041.844,4074.571
1041.726,4074.551
1041.678,4074.538
1041.561,4074.485
1041.399,4074.842
1041.157,4075.663
1041.083,4076.001
1041.068,4076.051
1041.043,4076.130
1041.010,4076.233
1040.950,4076.362
1040.911,4076.429
1040.877,4076.485
1040.626,4076.860
1040.537,4076.967
1040.394,4077.130
1040.369,4077.158
1040.314,4077.216
1040.240,4077.291
1040.150,4077.371
1040.089,4077.416
1039.115,4078.091
1038.658,4078.398
1038.624,4078.416
1038.594,4078.432
1038.498,4078.476
1038.073,4078.663
1037.970,4078.696
1037.821,4078.733
1037.382,4078.806
1037.229,4078.819
1037.075,4078.825
1036.978,4078.829
1036.798,4078.824
1036.652,4078.804
1036.606,4078.796
1036.522,4078.780
1036.467,4078.768
1036.242,4078.719
1035.868,4078.617
1035.705,4078.536
1035.644,4078.494
1035.555,4078.423
1034.545,4077.829
1033.834,4077.430
1032.388,4077.508
1032.310,4077.535
1032.229,4077.581
1032.158,4077.627
1031.925,4077.796
1031.753,4077.934
1031.545,4078.109
1031.447,4078.194
1031.265,4078.357
1030.826,4078.711
1030.109,4079.243
1029.753,4079.502
1029.139,4079.934
1028.805,4080.156
1028.705,4080.217
1028.219,4080.509
1028.033,4080.609
1027.587,4080.809
1027.283,4080.922
1027.181,4080.957
1026.904,4081.032
1026.611,4081.098
1026.594,4081.092
1026.037,4081.093
1025.580,4081.169
1025.176,4081.181
1024.998,4081.178
1024.617,4081.141
1024.341,4081.114
1024.172,4081.088
1023.692,4081.000
1023.577,4080.968
1023.042,4080.805
1022.965,4080.778
1022.654,4080.656
1022.510,4080.587
1021.436,4080.054
1021.351,4080.008
1021.273,4079.947
1021.227,4079.891
1020.649,4079.110
1020.976,4078.623
1021.112,4078.490
1021.707,4078.441
1021.893,4078.546
1021.895,4078.568
1021.909,4078.581
1021.929,4078.587
1021.949,4078.580
1021.961,4078.563
1021.962,4078.531
1021.932,4078.479
1021.890,4078.430
1021.847,4078.393
1021.772,4078.365
1021.729,4078.358
1021.443,4078.377
1021.121,4078.404
1021.077,4078.422
1021.029,4078.451
1020.070,4079.226
1020.054,4079.283
1019.997,4079.298
1019.873,4079.295
1019.713,4079.271
1019.536,4079.218
1019.351,4079.151
1019.335,4079.145
1019.273,4079.117
1019.229,4079.093
1019.191,4079.031
1019.138,4078.962
1018.892,4078.707
1018.841,4078.660
1018.405,4078.286
1018.333,4078.229
1018.292,4078.199
1018.123,4078.090
1018.035,4078.047
1018.017,4078.039
1017.723,4077.915
1017.355,4077.792
1016.799,4077.612
1016.753,4077.605
1016.616,4077.609
1016.580,4077.624
1016.557,4077.649
1016.549,4077.666
1016.552,4077.695
1015.773,4078.312
1015.045,4078.308
1015.048,4078.244
1015.031,4078.238
1014.980,4078.226
1014.868,4078.198
1014.827,4078.198
1014.464,4078.228
1014.442,4078.233
1014.417,4078.245
1014.399,4078.259
1014.391,4078.274
1014.305,4078.439
1014.302,4078.449
1014.297,4078.472
1014.308,4078.561
1014.328,4078.610
1014.336,4078.624
1014.342,4078.636
1014.345,4078.657
1014.326,4078.719
1014.314,4078.735
1014.271,4078.780
1014.129,4078.897
1014.099,4078.922
1014.073,4078.943
1013.994,4078.996
1013.903,4079.049
1013.843,4079.083
1013.808,4079.099
1013.550,4079.208
1013.509,4079.222
