"Grid.ID","Date","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
"3628","02-Jan-2022",7.06,734.818,5216.558,0.6,276.9,21.9,22.1,0.00,640.1,2380.0,1.579e-01,4.505e-04,7.128e+03,0.000e+00,0.000e+00,0.000e+00,3.831e-02,7.123e-01
"3629","02-Jan-2022",6.97,738.818,5216.558,0.3,276.5,24.2,13.9,0.00,539.2,1704.0,9.041e-02,2.972e-04,4.107e+03,0.000e+00,0.000e+00,0.000e+00,2.483e-02,8.669e-01
"3630","02-Jan-2022",6.92,742.818,5216.558,0.3,275.9,24.2,14.1,0.00,16.3,2712.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.110e-03,7.947e-01
"4009","02-Jan-2022",10.09,722.818,5212.558,0.5,277.6,15.6,20.5,0.00,684.9,2553.0,1.718e-01,1.560e-03,2.133e+03,0.000e+00,0.000e+00,0.000e+00,3.069e-02,6.591e-01
"4010","02-Jan-2022",9.40,726.818,5212.558,0.6,277.5,16.6,24.3,0.00,2388.6,1899.0,6.519e-01,5.251e-03,8.445e+03,0.000e+00,1.094e-02,0.000e+00,6.834e-02,7.660e-01
"4011","02-Jan-2022",7.60,730.818,5212.558,0.7,277.4,17.6,26.9,0.00,1636.0,1503.0,3.891e-01,2.092e-03,1.044e+04,0.000e+00,8.120e-03,0.000e+00,6.195e-02,8.722e-01
"4012","02-Jan-2022",7.09,734.818,5212.558,0.5,277.0,19.3,23.2,0.00,1145.4,1731.0,2.147e-01,7.804e-04,1.007e+04,0.000e+00,0.000e+00,0.000e+00,5.682e-02,9.133e-01
"4013","02-Jan-2022",6.99,738.818,5212.558,0.5,276.4,21.1,17.8,0.00,578.0,2947.0,1.286e-01,3.536e-04,5.797e+03,0.000e+00,0.000e+00,0.000e+00,3.230e-02,7.773e-01
"4385","02-Jan-2022",9.73,690.818,5208.558,0.9,275.7,23.6,37.2,0.00,261.9,1521.0,1.469e+00,3.073e-03,8.300e+03,1.480e+04,0.000e+00,1.311e-02,7.253e-03,5.701e-01
"4387","02-Jan-2022",7.77,698.818,5208.558,0.3,276.6,22.0,21.7,0.00,277.9,2319.0,1.039e-01,8.344e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.683e-02,6.135e-01
"4392","02-Jan-2022",9.82,718.818,5208.558,0.1,277.5,12.9,15.7,0.00,1225.2,2523.0,4.582e-01,3.602e-03,2.839e+03,0.000e+00,4.644e-03,0.000e+00,4.712e-02,7.870e-01
"4393","02-Jan-2022",11.97,722.818,5208.558,0.3,277.6,13.4,21.3,0.00,3802.7,1615.0,9.763e-01,9.433e-03,9.136e+03,0.000e+00,1.520e-02,0.000e+00,1.012e-01,8.549e-01
"4394","02-Jan-2022",11.01,726.818,5208.558,0.4,277.5,14.1,25.3,0.00,3432.0,1296.0,7.418e-01,6.082e-03,1.050e+04,0.000e+00,1.553e-02,0.000e+00,9.594e-02,8.550e-01
"4395","02-Jan-2022",8.12,730.818,5208.558,0.4,277.5,14.9,28.3,0.00,2123.9,2383.0,4.757e-01,3.503e-03,9.564e+03,0.000e+00,1.094e-02,0.000e+00,7.065e-02,8.964e-01
"4396","02-Jan-2022",7.22,734.818,5208.558,0.6,277.0,15.8,26.8,0.00,475.9,2499.0,1.095e-01,4.186e-04,4.960e+03,0.000e+00,0.000e+00,0.000e+00,3.888e-02,9.230e-01
"4764","02-Jan-2022",8.02,670.818,5204.558,1.3,276.8,13.9,54.0,0.00,16.6,3104.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.694e-01
"4765","02-Jan-2022",9.31,674.818,5204.558,0.7,276.3,13.8,44.3,0.00,202.5,2130.0,6.465e-02,4.550e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.138e-02,7.813e-01
"4766","02-Jan-2022",10.71,678.818,5204.558,0.8,275.7,13.7,41.8,0.00,440.4,1605.0,7.626e-02,4.591e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.304e-02,7.663e-01
