"Station.ID","Date","Data","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
IT0742A,"28/06/2022",40.51,40.41,608.003,5054.922,3.2,296.0,66.6,264.6,2.77,12514.4,414.0,4.687e+00,2.978e-02,0.000e+00,5.093e+03,5.068e-02,1.464e-02,0.000e+00,6.966e-01
IT0753A,"28/06/2022",35.08,35.32,643.101,5083.643,1.4,293.8,14.7,233.9,1.89,33330.7,80.0,7.968e+00,5.734e-02,5.111e+04,0.000e+00,1.035e-01,1.676e-02,6.320e-02,5.072e-01
IT0755A,"28/06/2022",52.00,57.29,744.160,4900.296,2.8,304.9,111.8,702.1,0.00,98053.3,25.0,2.096e+01,1.888e-01,2.265e+04,2.901e+04,2.262e-01,1.159e-01,2.526e-01,3.208e-03
IT0761A,"28/06/2022",NA,35.01,514.271,5032.866,4.4,300.3,176.3,850.6,3.10,701333.1,113.0,5.358e+01,4.159e-01,6.096e+04,1.033e+04,6.691e-01,1.241e-01,1.912e-01,0.000e+00
IT0771A,"28/06/2022",28.31,30.61,506.497,5072.323,1.8,296.8,140.6,685.2,2.95,119900.2,200.0,2.074e+01,1.576e-01,3.907e+04,2.527e+04,3.193e-01,6.020e-02,3.696e-02,4.009e-01
IT0775A,"28/06/2022",NA,29.31,529.738,5109.366,0.6,292.6,29.0,336.8,4.01,14513.6,239.0,6.074e+00,0.000e+00,1.485e+04,2.095e+04,8.665e-02,2.533e-02,1.671e-01,4.108e-01
IT0776A,"28/06/2022",28.14,34.17,531.045,5078.987,0.6,295.4,82.0,434.9,2.47,78053.7,275.0,1.177e+01,8.511e-02,2.007e+04,3.063e+04,1.776e-01,6.467e-02,1.056e-02,5.280e-01
IT0777A,"28/06/2022",26.77,36.82,531.623,5060.570,2.5,298.4,115.2,628.3,1.74,77831.4,278.0,1.885e+01,1.293e-01,1.861e+04,0.000e+00,2.379e-01,4.600e-02,1.920e-01,1.652e-01
IT0778A,"28/06/2022",44.68,39.16,546.188,5040.703,3.1,299.1,35.6,584.8,1.48,55891.7,123.0,1.645e+01,9.812e-02,2.522e+04,2.296e+04,1.228e-01,8.465e-02,7.745e-01,2.440e-03
IT0794A,"28/06/2022",NA,57.42,1052.140,4244.932,1.9,307.1,25.7,554.6,0.00,32096.4,109.0,1.216e+01,9.626e-02,1.332e+04,1.977e+04,1.015e-01,6.689e-02,4.015e-01,9.136e-02
IT0804A,"28/06/2022",43.00,41.77,605.332,4960.886,0.3,300.7,61.6,602.8,2.43,147926.0,61.0,2.600e+01,1.961e-01,1.405e+04,4.660e+04,2.711e-01,1.836e-01,5.167e-01,1.271e-02
IT0813A,"28/06/2022",102.30,54.31,967.195,4115.609,4.0,304.6,29.2,182.8,0.00,73854.8,9.0,2.033e+01,1.551e-01,1.642e+04,0.000e+00,1.428e-01,1.100e-01,3.720e-01,6.535e-03
IT0817A,"28/06/2022",87.60,55.90,979.349,4124.715,4.4,311.2,18.1,824.5,0.00,27605.6,299.0,3.861e+00,2.491e-02,0.000e+00,0.000e+00,3.337e-02,0.000e+00,4.483e-01,4.760e-02
IT0825A,"28/06/2022",61.00,62.66,787.596,4649.766,7.6,309.9,112.9,1185.7,0.01,388167.1,35.0,3.193e+01,2.594e-01,6.997e+04,4.093e+04,4.513e-01,2.129e-01,1.693e-01,3.250e-02
IT0828A,"28/06/2022",55.00,62.79,791.154,4642.750,7.4,310.1,62.7,1186.5,0.00,739240.2,41.0,5.252e+01,4.131e-01,7.595e+04,1.644e+04,6.934e-01,1.171e-01,7.688e-02,0.000e+00
IT0832A,"28/06/2022",NA,66.96,732.712,4816.197,2.6,303.8,61.1,685.9,0.01,74320.9,258.0,1.193e+01,8.777e-02,2.890e+04,0.000e+00,1.376e-01,6.952e-02,3.579e-01,1.421e-01
IT0837A,"28/06/2022",39.51,38.83,543.366,5053.430,2.0,299.4,52.1,581.6,0.97,96451.1,188.0,2.680e+01,1.785e-01,9.668e+03,2.038e+04,2.348e-01,1.103e-01,4.887e-01,3.814e-02
IT0839A,"28/06/2022",45.02,37.98,555.209,5023.987,3.3,298.6,50.3,605.7,2.29,51379.1,76.0,1.333e+01,9.223e-02,1.557e+04,5.453e+03,1.412e-01,5.387e-02,7.669e-01,1.252e-02
IT0840A,"28/06/2022",39.97,37.31,567.771,5014.943,2.1,298.7,101.9,555.2,2.99,13261.3,66.0,5.224e+00,3.562e-02,1.256e+04,0.000e+00,5.287e-02,0.000e+00,9.264e-01,5.022e-03
IT0842A,"28/06/2022",NA,38.43,578.998,5014.456,1.3,298.7,132.8,399.7,3.22,12107.8,54.0,5.147e+00,3.460e-02,1.087e+03,0.000e+00,4.452e-02,3.293e-03,9.365e-01,0.000e+00
IT0852A,"28/06/2022",53.10,38.54,486.148,4919.149,5.9,298.9,59.4,494.9,2.79,113542.5,4.0,2.234e+01,1.401e-01,1.852e+04,2.596e+04,8.782e-02,1.343e-01,0.000e+00,3.257e-01
IT0853A,"28/06/2022",NA,41.52,490.938,4918.356,5.2,299.6,53.4,545.6,2.62,265925.2,8.0,3.458e+01,2.307e-01,2.300e+04,4.974e+04,1.893e-01,1.699e-01,0.000e+00,2.397e-01
IT0854A,"28/06/2022",NA,43.61,494.218,4918.321,4.4,300.0,45.5,602.0,2.63,385008.2,111.0,3.500e+01,2.530e-01,3.994e+04,5.140e+04,2.983e-01,1.061e-01,5.421e-03,3.191e-01
IT0856A,"28/06/2022",NA,44.51,495.303,4917.146,4.1,300.2,45.5,592.1,2.44,364957.5,10.0,3.561e+01,2.668e-01,3.601e+04,4.317e+04,2.989e-01,6.611e-02,8.114e-03,2.645e-01
IT0860A,"28/06/2022",NA,64.05,679.544,4850.506,2.4,302.4,46.9,1022.6,0.09,317329.2,41.0,3.270e+01,2.853e-01,7.294e+04,1.515e+04,4.554e-01,1.526e-01,2.153e-01,1.521e-02
IT0861A,"28/06/2022",NA,64.13,682.868,4849.177,2.3,302.5,45.1,1084.2,0.07,287941.4,49.0,2.486e+01,2.399e-01,6.155e+04,1.572e+04,3.948e-01,6.669e-02,3.002e-01,4.272e-02
IT0862A,"28/06/2022",NA,63.88,684.056,4850.722,2.2,302.4,41.9,1089.1,0.06,247638.7,71.0,2.156e+01,2.089e-01,5.633e+04,7.350e+03,3.420e-01,4.621e-02,2.974e-01,1.331e-01
IT0863A,"28/06/2022",68.00,64.83,755.799,4701.330,5.8,308.0,149.4,1560.6,0.01,51998.1,339.0,9.717e+00,6.706e-02,1.378e+04,2.864e+04,9.650e-02,5.273e-02,3.191e-01,1.019e-01
IT0864A,"28/06/2022",NA,62.03,781.554,4687.533,5.7,309.7,107.9,1249.8,0.00,15863.7,138.0,4.045e+00,2.928e-02,2.123e+04,0.000e+00,3.456e-02,3.216e-02,5.240e-01,1.963e-01
IT0865A,"28/06/2022",NA,59.86,804.491,4611.301,6.5,307.9,20.6,838.0,0.01,48514.3,81.0,1.414e+01,9.268e-02,1.053e+04,1.930e+04,1.061e-01,8.097e-02,4.907e-01,1.203e-02
IT0867A,"28/06/2022",61.00,64.54,817.483,4701.923,5.0,309.0,18.3,2852.0,0.01,40176.5,389.0,6.633e+00,4.546e-02,1.340e+04,2.323e+04,8.827e-02,3.611e-02,4.092e-01,3.004e-01
IT0868A,"28/06/2022",NA,58.80,825.122,4598.409,6.4,306.7,76.4,448.9,0.02,83870.2,22.0,1.689e+01,1.095e-01,1.340e+04,5.262e+03,2.037e-01,3.863e-02,6.746e-01,0.000e+00
IT0869A,"28/06/2022",60.00,58.78,826.806,4597.666,6.4,306.9,84.2,437.9,0.02,82906.2,18.0,1.673e+01,1.100e-01,1.523e+04,1.756e+03,1.974e-01,4.030e-02,6.497e-01,0.000e+00
IT0870A,"28/06/2022",66.00,61.48,845.069,4630.003,3.0,310.9,25.8,2210.1,0.00,18436.8,404.0,6.611e+00,4.230e-02,2.151e+04,1.236e+04,1.149e-02,5.227e-02,4.994e-01,1.167e-01
IT0871A,"28/06/2022",71.00,61.37,855.023,4623.923,3.2,310.7,28.8,2010.4,0.00,23319.9,235.0,6.386e+00,3.467e-02,1.188e+04,2.355e+04,2.992e-02,5.420e-02,4.150e-01,1.311e-01
IT0872A,"28/06/2022",56.00,60.32,861.764,4611.311,2.9,311.0,29.7,1884.4,0.00,27636.5,135.0,5.825e+00,3.216e-02,3.477e+03,1.722e+04,4.221e-02,2.024e-02,2.291e-01,1.767e-01
IT0883A,"28/06/2022",NA,63.71,686.976,4851.081,2.1,302.4,37.5,1064.2,0.05,130900.6,215.0,1.068e+01,1.060e-01,2.766e+04,4.091e+03,1.963e-01,1.987e-02,3.217e-01,2.890e-01
IT0884A,"28/06/2022",70.00,58.95,740.327,4671.400,3.3,302.1,303.9,508.1,0.01,8595.2,531.0,7.938e-01,6.179e-03,0.000e+00,0.000e+00,1.734e-02,0.000e+00,6.224e-02,6.716e-01
IT0885A,"28/06/2022",70.00,58.21,731.772,4663.747,3.1,300.0,319.1,261.2,0.01,49187.3,28.0,1.662e+01,1.203e-01,8.043e+03,2.821e+04,8.352e-02,6.928e-02,2.166e-01,1.121e-01
IT0887A,"28/06/2022",67.00,64.18,808.674,4656.012,5.9,312.0,51.9,1993.8,0.00,66160.4,87.0,9.648e+00,6.911e-02,4.174e+03,1.699e+04,9.507e-02,8.679e-02,5.829e-01,3.943e-02
IT0888A,"28/06/2022",21.00,61.60,833.033,4627.601,4.0,310.4,33.9,1858.3,0.00,29478.0,218.0,6.351e+00,4.451e-02,1.165e+04,1.711e+04,4.211e-02,5.504e-02,5.880e-01,1.585e-01
IT0889A,"28/06/2022",76.00,61.61,833.528,4627.019,4.0,310.4,34.8,1844.7,0.00,31720.7,221.0,6.503e+00,4.625e-02,1.119e+04,1.580e+04,4.666e-02,4.969e-02,5.356e-01,2.012e-01
IT0892A,"28/06/2022",37.00,47.53,687.272,4928.255,2.6,302.8,40.0,704.8,2.58,319291.2,71.0,3.084e+01,2.713e-01,5.551e+04,3.361e+04,4.247e-01,1.463e-01,1.456e-01,5.330e-02
IT0895A,"28/06/2022",39.00,45.59,753.645,4924.420,3.4,304.8,49.6,937.4,0.15,84055.2,1.0,1.920e+01,1.457e-01,1.646e+04,2.191e+04,1.655e-01,1.380e-01,6.393e-01,2.011e-03
IT0897A,"28/06/2022",NA,62.79,940.809,4534.661,4.5,303.5,41.6,187.1,0.00,616801.8,180.0,4.606e+01,3.625e-01,3.946e+04,3.042e+04,4.202e-01,1.256e-01,1.802e-02,7.081e-02
IT0898A,"28/06/2022",NA,63.81,942.707,4535.862,4.6,303.9,39.6,205.5,0.00,637277.4,46.0,5.455e+01,3.969e-01,5.622e+04,4.617e+04,4.508e-01,1.826e-01,2.882e-03,3.858e-02
IT0903A,"28/06/2022",37.00,45.20,637.803,4930.661,1.9,300.5,52.0,691.6,2.68,34141.9,163.0,7.570e+00,6.867e-02,1.126e+04,0.000e+00,7.951e-02,5.010e-02,2.984e-01,3.018e-01
IT0906A,"28/06/2022",23.66,31.56,567.206,5112.996,1.5,288.1,21.0,273.5,3.51,32170.3,302.0,5.573e+00,0.000e+00,5.831e+03,5.298e+03,6.172e-02,2.268e-02,1.183e-01,6.114e-01
IT0908A,"28/06/2022",24.20,31.38,605.371,5147.216,0.8,284.5,52.0,368.4,1.37,10789.4,1219.0,3.280e+00,2.901e-02,1.252e+04,2.735e+03,3.947e-02,5.113e-02,1.511e-01,7.182e-01
IT0912A,"28/06/2022",NA,35.75,512.939,5004.503,2.9,300.5,276.9,743.1,2.91,78984.9,74.0,1.544e+01,1.064e-01,1.369e+04,2.336e+04,1.720e-01,5.997e-02,6.063e-01,7.031e-02
IT0934A,"28/06/2022",60.18,64.01,986.039,4569.533,2.4,312.8,17.2,2088.2,0.00,57997.7,152.0,9.211e+00,5.274e-02,7.656e+03,3.869e+04,1.242e-01,3.231e-02,4.994e-01,3.351e-02
IT0935A,"28/06/2022",NA,65.00,986.975,4546.372,2.1,308.9,16.7,1502.3,0.00,91183.0,374.0,1.359e+01,8.047e-02,1.046e+04,3.265e+04,2.110e-01,2.066e-02,3.196e-01,1.431e-01
IT0936A,"28/06/2022",NA,65.12,987.323,4545.373,2.0,309.0,17.2,1502.9,0.00,91954.9,354.0,1.346e+01,7.829e-02,1.084e+04,3.250e+04,2.081e-01,1.994e-02,3.373e-01,1.262e-01
IT0937A,"28/06/2022",NA,64.04,986.011,4568.624,2.3,312.6,17.6,2110.4,0.00,60129.3,155.0,9.221e+00,5.349e-02,7.972e+03,3.527e+04,1.331e-01,2.476e-02,4.441e-01,4.511e-02
IT0938A,"28/06/2022",NA,60.58,991.070,4518.006,3.4,307.6,18.1,404.5,0.00,131447.8,31.0,2.068e+01,1.347e-01,1.645e+04,5.011e+04,1.767e-01,3.922e-02,1.981e-02,1.337e-01
IT0940A,"28/06/2022",36.00,41.26,631.909,4949.955,1.4,302.0,84.2,672.3,2.89,108641.8,48.0,1.825e+01,1.650e-01,2.938e+04,3.249e+04,2.180e-01,1.142e-01,5.263e-01,0.000e+00
IT0945A,"28/06/2022",NA,64.20,669.145,4860.113,2.3,301.4,59.9,707.3,0.24,179743.8,57.0,3.194e+01,2.668e-01,1.838e+04,3.373e+04,2.511e-01,2.082e-01,2.799e-01,2.055e-01
IT0948A,"28/06/2022",NA,64.26,681.037,4848.262,2.4,302.5,48.0,1078.8,0.08,331754.4,59.0,2.847e+01,2.687e-01,6.315e+04,2.013e+04,4.433e-01,8.601e-02,2.670e-01,3.270e-03
IT0950A,"28/06/2022",NA,66.91,733.706,4816.077,2.5,303.9,61.8,689.4,0.01,71534.3,262.0,1.104e+01,8.227e-02,2.589e+04,0.000e+00,1.323e-01,6.287e-02,3.383e-01,1.988e-01
IT0952A,"28/06/2022",78.00,57.79,770.993,4642.663,6.8,305.3,97.6,704.6,0.00,7421.9,67.0,2.538e+00,1.491e-02,0.000e+00,3.864e+04,3.124e-02,8.049e-03,6.430e-01,1.169e-01
IT0953A,"28/06/2022",77.00,63.11,790.762,4648.276,7.5,310.5,87.1,1227.7,0.01,528844.9,50.0,4.522e+01,3.466e-01,8.749e+04,3.339e+04,5.839e-01,2.397e-01,7.894e-02,0.000e+00
IT0956A,"28/06/2022",77.00,63.23,796.226,4640.139,7.0,310.4,44.2,1213.1,0.00,496771.6,50.0,3.885e+01,2.801e-01,5.172e+04,2.685e+04,5.085e-01,8.889e-02,3.076e-01,0.000e+00
IT0957A,"28/06/2022",72.00,64.10,803.343,4648.422,6.2,311.9,48.6,1575.3,0.00,90018.9,59.0,2.190e+01,1.448e-01,1.275e+04,5.564e+04,2.298e-01,1.394e-01,5.369e-01,9.049e-03
IT0963A,"28/06/2022",40.00,41.55,754.868,5043.582,1.8,301.0,61.4,257.1,0.10,151128.8,1.0,2.751e+01,2.154e-01,4.060e+04,2.794e+04,2.352e-01,2.225e-01,2.999e-01,1.280e-02
IT0978A,"28/06/2022",NA,12.24,347.334,5068.979,1.6,285.6,47.5,425.3,1.01,4417.8,927.0,2.007e+00,1.188e-02,1.738e+04,2.168e+04,2.395e-02,8.412e-03,5.408e-02,7.788e-01
IT0979A,"28/06/2022",NA,14.60,362.902,5075.100,0.8,286.8,29.4,463.4,1.15,1396.1,1298.0,6.766e-01,3.946e-03,1.025e+04,3.268e+03,0.000e+00,0.000e+00,1.199e-01,7.645e-01
IT0980A,"28/06/2022",NA,16.92,367.641,5065.488,1.0,288.7,39.2,629.4,1.49,50348.8,577.0,1.054e+01,6.392e-02,1.677e+04,2.559e+04,1.323e-01,4.661e-02,1.020e-01,4.639e-01
IT0983A,"28/06/2022",22.87,17.86,369.621,5066.063,1.1,288.9,35.4,675.9,1.39,49592.6,580.0,1.157e+01,6.697e-02,1.839e+04,3.052e+04,1.284e-01,6.958e-02,8.216e-02,4.362e-01
IT0988A,"28/06/2022",14.80,21.52,403.790,5049.969,0.6,289.2,18.1,314.2,2.17,9605.4,312.0,3.301e+00,1.752e-02,1.300e+04,2.197e+04,3.988e-02,5.004e-03,5.353e-02,8.323e-01
IT0989A,"28/06/2022",52.00,65.76,825.193,4720.967,4.1,306.4,19.0,3129.6,0.01,1741.5,945.0,5.572e-01,3.473e-03,1.787e+04,0.000e+00,6.688e-03,0.000e+00,2.601e-01,5.915e-01
IT0991A,"28/06/2022",60.00,60.08,860.856,4628.601,3.3,309.0,27.2,1793.0,0.00,25778.3,443.0,4.769e+00,2.487e-02,1.217e+04,0.000e+00,3.197e-02,7.844e-03,3.454e-01,2.517e-01
IT0992A,"28/06/2022",45.00,61.61,889.166,4623.612,1.9,308.6,16.0,1647.4,0.00,8105.3,381.0,2.152e+00,1.162e-02,0.000e+00,9.679e+03,1.087e-02,3.335e-03,2.014e-01,3.810e-01
IT0997A,"28/06/2022",44.53,37.34,551.515,5060.450,1.3,299.2,33.5,678.5,1.29,193591.5,253.0,3.546e+01,2.464e-01,1.618e+04,5.610e+04,3.593e-01,1.668e-01,2.517e-01,1.081e-01
IT1001A,"28/06/2022",NA,55.43,621.559,4855.646,6.2,301.9,14.1,643.1,1.44,77827.2,19.0,1.731e+01,1.268e-01,4.055e+04,2.353e+04,2.568e-01,9.006e-02,2.127e-01,8.440e-02
IT1010A,"28/06/2022",26.52,32.33,491.597,5034.891,4.5,299.4,151.4,797.4,3.39,70912.0,139.0,2.024e+01,1.317e-01,2.419e+04,2.293e+04,1.764e-01,9.721e-02,6.940e-01,1.395e-03
IT1011A,"28/06/2022",77.00,65.80,799.705,4718.418,4.1,310.1,31.1,2565.6,0.00,94566.9,127.0,1.548e+01,9.901e-02,3.059e+04,2.180e+04,1.954e-01,1.072e-01,3.056e-01,1.683e-01
IT1016A,"28/06/2022",43.99,35.17,515.482,5035.152,4.4,300.1,174.9,837.9,3.04,838974.1,118.0,6.530e+01,5.090e-01,8.485e+04,1.970e+04,7.937e-01,1.582e-01,2.838e-02,0.000e+00
IT1026A,"28/06/2022",NA,38.60,495.772,4935.125,3.4,297.5,81.0,650.4,2.59,14759.6,379.0,3.742e+00,2.276e-02,1.518e+04,2.371e+04,9.285e-02,1.122e-02,1.772e-02,7.547e-01
IT1030A,"28/06/2022",NA,54.30,729.049,4907.350,2.4,304.8,98.3,837.1,0.03,47733.4,34.0,9.273e+00,8.791e-02,3.181e+04,0.000e+00,8.635e-02,7.097e-02,1.778e-01,4.759e-04
IT1034A,"28/06/2022",35.75,33.97,512.226,5056.376,3.6,298.4,156.4,731.8,2.89,188563.0,226.0,3.818e+01,2.976e-01,0.000e+00,1.944e+04,4.721e-01,1.418e-01,1.058e-01,9.118e-02
IT1037A,"28/06/2022",37.65,35.49,664.448,5103.237,0.8,294.2,22.1,211.6,3.37,92264.5,201.0,1.359e+01,9.989e-02,8.869e+03,6.173e+04,2.135e-01,2.981e-02,1.338e-01,4.616e-01
IT1041A,"28/06/2022",NA,62.73,988.252,4521.021,2.9,308.0,16.3,691.0,0.00,143725.0,47.0,1.366e+01,9.035e-02,1.756e+04,4.915e+04,1.931e-01,1.512e-02,5.742e-03,3.683e-01
IT1043A,"28/06/2022",39.00,54.31,784.592,4884.956,3.4,302.1,53.3,337.6,0.00,110936.5,5.0,2.679e+01,1.998e-01,3.415e+04,1.852e+04,2.409e-01,7.701e-02,3.017e-01,3.814e-02
